Title,Artist,Date,Location,Dimensions,CreditLine,Mediums,MediumsDescription,Classification,Subjects,ObjectNumber,URL,source_uri,lod_uri,image_uri,rights
(Illustration for Rubáiyát of Omar Khayyám) In the Beginning,Elihu Vedder,1883-1884,Not on view,sheet: 17 5/8 x 13 1/4 in. (44.8 x 33.8 cm),Museum purchase and gift from Elizabeth W. Henderson in memory of her husband Francis Tracy Henderson,chalk; pencil; watercolor,"chalk, pencil and watercolor on paper",Drawing,"Landscape — garden; Allegory — religion — good and evil; Religion — Old Testament — Eve; Literature — Khayyam, Omar — Rubaiyat; Religion — angel",1978.108.43,https://americanart.si.edu/artwork/illustration-rubaiyat-omar-khayyam-beginning-25637,https://americanart.si.edu/artwork/illustration-rubaiyat-omar-khayyam-beginning-25637,http://edan.si.edu/saam/id/object/1978.108.43,https://ids.si.edu/ids/deliveryService?id=SAAM-1978.108.43_1,CC0 – Smithsonian Open Access
